"uuid","match_id","puuid","win_label","champion_name","team_position","side","patch","team_first_blood","enemy_first_blood","first_blood_advantage","team_first_dragon","enemy_first_dragon","first_dragon_advantage","team_first_grub","enemy_first_grub","first_grub_advantage","team_first_herald","enemy_first_herald","first_herald_advantage","team_first_tower","enemy_first_tower","first_tower_advantage"
"NA1_5535098409_fhm3qFqHMvgjrqpxGsw3BjVtq-0fIBwrdZzNn65ODovHGA5eogd7UWdrgQfFDNFWVu15Zu02ZzbYvQ","NA1_5535098409","fhm3qFqHMvgjrqpxGsw3BjVtq-0fIBwrdZzNn65ODovHGA5eogd7UWdrgQfFDNFWVu15Zu02ZzbYvQ",1,"Viktor","MIDDLE","red","16.7.760.9485",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5534020893_fhm3qFqHMvgjrqpxGsw3BjVtq-0fIBwrdZzNn65ODovHGA5eogd7UWdrgQfFDNFWVu15Zu02ZzbYvQ","NA1_5534020893","fhm3qFqHMvgjrqpxGsw3BjVtq-0fIBwrdZzNn65ODovHGA5eogd7UWdrgQfFDNFWVu15Zu02ZzbYvQ",1,"Azir","MIDDLE","blue","16.7.760.9485",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5551527802_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5551527802","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",0,"Varus","BOTTOM","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5551499745_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5551499745","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Senna","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5551463395_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5551463395","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Vayne","TOP","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5551428242_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5551428242","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Kalista","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5550096695_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5550096695","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",0,"Kalista","BOTTOM","blue","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550075086_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5550075086","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Aphelios","BOTTOM","red","16.9.771.8383",1,0,1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550057174_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5550057174","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",0,"Jhin","BOTTOM","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5550032406_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5550032406","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Caitlyn","BOTTOM","red","16.9.771.8383",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5545359527_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5545359527","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Jhin","BOTTOM","red","16.8.766.8562",0,1,-1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5545352419_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5545352419","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Lucian","BOTTOM","blue","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5545340357_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5545340357","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Nasus","TOP","red","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,0,1,-1
"NA1_5545323516_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5545323516","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Aphelios","BOTTOM","red","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5544272698_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544272698","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"TwistedFate","MIDDLE","blue","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5544251053_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544251053","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Vayne","BOTTOM","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5544237618_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544237618","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Sivir","BOTTOM","blue","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5544094457_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544094457","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Yunara","BOTTOM","blue","16.8.764.3737",1,0,1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5544085050_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544085050","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",0,"MissFortune","BOTTOM","red","16.8.764.3737",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5544067937_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544067937","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",1,"Viego","JUNGLE","red","16.8.764.3737",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5544052755_vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew","NA1_5544052755","vP3ENl-RQQ1IhBdJ2NNBNqsrAQqe5DlhU3gjBO4EPAYtlbSBwpszIJiyR-TDtPwnzqxYYghc74b5ew",0,"Lucian","BOTTOM","blue","16.8.764.3737",1,0,1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5546118286_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5546118286","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","BOTTOM","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5545582133_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5545582133","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Velkoz","TOP","red","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5545567177_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5545567177","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Malphite","TOP","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5545154215_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5545154215","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Velkoz","MIDDLE","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5544914019_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544914019","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","BOTTOM","blue","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5544894480_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544894480","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Velkoz","UTILITY","blue","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5544882890_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544882890","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","MIDDLE","blue","16.8.766.8562",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5544402533_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544402533","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Sion","TOP","blue","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5544372696_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544372696","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Senna","BOTTOM","red","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5544353842_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5544353842","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","BOTTOM","blue","16.8.766.8562",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5543364193_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543364193","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","BOTTOM","red","16.8.764.3737",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5543360676_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543360676","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Ashe","BOTTOM","blue","16.8.764.3737",0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0
"NA1_5543352324_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543352324","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Senna","BOTTOM","blue","16.8.764.3737",0,1,-1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5543346306_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543346306","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Senna","BOTTOM","red","16.8.764.3737",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5543331725_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543331725","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Velkoz","MIDDLE","blue","16.8.764.3737",0,1,-1,0,1,-1,1,0,1,0,0,0,0,1,-1
"NA1_5543271478_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543271478","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Velkoz","BOTTOM","red","16.8.764.3737",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5543167518_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5543167518","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",1,"Sion","BOTTOM","blue","16.8.764.3737",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5542587518_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5542587518","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Samira","BOTTOM","red","16.8.764.3737",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5542581879_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5542581879","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Akshan","MIDDLE","red","16.8.764.3737",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5542563554_nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ","NA1_5542563554","nKNbh2m4-cvVt1MZkeTLBXLTcCeLnUJQ9pBEBhOLAEZ0samiyCTwWcMx9A5H4Uxw_PX3FZ6j_AN5EQ",0,"Graves","JUNGLE","blue","16.8.764.3737",1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1
"NA1_5551321072_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5551321072","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",0,"Nami","UTILITY","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5547613252_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547613252","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Milio","UTILITY","red","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,0,0,0,1,0,1
"NA1_5547586153_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547586153","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Lux","BOTTOM","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5547557654_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547557654","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Seraphine","UTILITY","blue","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5547543426_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547543426","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Milio","UTILITY","red","16.8.766.8562",1,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1
"NA1_5547519040_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547519040","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Milio","UTILITY","red","16.8.766.8562",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5547500516_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547500516","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",0,"Sona","UTILITY","red","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5547483261_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547483261","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Senna","UTILITY","blue","16.8.766.8562",0,1,-1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5547460645_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547460645","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Seraphine","BOTTOM","blue","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5547435470_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547435470","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",0,"Zilean","UTILITY","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5547424810_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547424810","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Lux","BOTTOM","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5547402275_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547402275","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Nami","UTILITY","red","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5547095007_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5547095007","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Seraphine","UTILITY","red","16.8.766.8562",1,0,1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5546980774_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5546980774","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",0,"Milio","UTILITY","blue","16.8.766.8562",1,0,1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5546567748_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5546567748","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Milio","UTILITY","blue","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5546550590_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5546550590","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",1,"Milio","UTILITY","blue","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5546536561_0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w","NA1_5546536561","0Z93NuYbMsjB8V1zq7s5FoLo3solMsWj7CO6Uj4yo13YEVBrp59ktIpb0a3SBvwPKQ9EvGpRfMQB3w",0,"Seraphine","BOTTOM","red","16.8.766.8562",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
